LakeID,Location_ID,LakeNum,LakeName,County,Town,Area (ac),Area (ha),WshedArea (ac),WshedArea (ha),Wshed/Area,Zmax (ft),Zmax (m),Zmean (ft),"Zmean (m), orange=calc.",ZmeanCalc?,Residence,Sampling Years,Dlatitude,Dlongitude,Class,DamClass,Potable Water?,Swimming beach?,Supported Uses,Fish impacts?,Invasive Plants?,Invasive Animals?,Distance to Nearby AIS (mi),Name of Nearest Infected Lake (fixed?),>1HAB Notification?,Multiple Years HAB Notification?,PotableWater PWL,Bathing  PWL,Recreation PWL,AquaticLife PWL,Aesthetics PWL,Habitat PWL,FishConsumption PWL,Date 1st HAB listing 19,#Wks HAB Notification 19,#Wks HAB Notification 19,#Wks HAB Notification 18,#Wks HAB Updates 18,#Wks HAB Updates 17,#Wks HAB Updates 16,#Wks HAB Updates 15,#Wks HAB Updates 14,#Wks HAB Updates 13,#Wks HAB Updates 12,Weed Management?,Lake Assn Name,Sampled >2013?,18 Samplers,CSLAP Region,Watershed,Exp Region,ExpRegion2,CSLAP,2019 Sample?,Yrs Last 5,#Yrs>1HABsUpdates,Shore HABs PWS Score,Shore HABs Rec Score,Program,Zebras,Runoff (m),PWS-Days Closed,PWS-Treatments,PWS-MCL Violations-# Reporting Quarters,Beach-#Days Closures,Beach-Control measures,Algae Control Measures,Weed Control Measures,Plants,Fish Stocking,Comments
0602ECH0081,0602ECH0081_C,81,Echo Lake,Chenango,Smithville,64,26,673,273,10.5,30.2,9.2,15.7,4.8,no,1.03,"1991-1995, 2002-2010, 2012-2015",42.38553,-75.85068,C,A,no,,recreation,none reported,none reported,none reported,2.4,Long Pond,2013,no,NA,NA,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,3,0,,Echo Lake Association ,yes,,Central,Susquehanna River,west central,Central NY,CSLAP,yes,,1,1,0,CSLAP,no,0.444613821,,,,,,,,,,
0801EFF0426,0801EFF0426_C,124,Effley Falls Reservoir,Lewis,Croghan,339,137,159559,64570,470.3,16.1,4.9,14.4,4.4,no,0.01,"1997-2001, 2004-2011, 2013-2014",43.92165,-75.26242,C(T),A,no,,recreation,none reported,none reported,Mud bithynia snail,0,,,,NA,NA,Fully supported,Stressed,Good,Good,Impaired,NA,NA,,0,0,0,0,0,0,0,0,fluridone 2015,Effley Falls Campers Association,yes,,,Black River,western Adk,western Adk,CSLAP,yes,,0,0,0,CSLAP,no,0.93560477,,,,,,,fluridone 2015,,,
1104EFN0129,1104EFN0129_C,131,Efner Lake,Saratoga,Corinth,96,39,1013,410,10.5,42,12.8,13.8,4.2,no,0.69,"1997-2001, 2012-2016",43.26622,-73.92851,B,,no,,recreation,none reported,fanwort,none reported,0,,,,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,"Efner Lake Association, Inc.",yes,"Henry Hanson, Nancy Hanson",Adirondack,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,yes,,0,0,0,CSLAP,no,0.576863549,,,,,,,,,,
0202FIN0153,0202FIN0153_C,24,Findley Lake,Chautauqua,Findley Lake,307,124,3064,1240,10,38.4,11.7,10.8,3.3,no,0.47,"1986-2000, 2003-2013, 2015, 2018-2019",42.10604,-79.72616,B,A,no,Paradise Bay Park & Campground; Camp Findley Children's Beach,recreation and public bathing,none reported,Eurasian watermilfoil,none reported,0,,"2015, 2019",yes,NA,Stressed,Impaired,Fully supported,Poor,Fair,Unassessed,7/18/2019,9/15/2019,,8,4,4,1,7,0,0,0,,Findley Lake Watershed Foundation ,yes,"Lant and Alex Lictus, Ed Mulkearn",Western,Allegheny/Chemung River,western NY,western ny,CSLAP,no,,2,2,1,CSLAP,no,0.7,,,,10,,,harvesting 2018,,,"harvesting 2009, 2000, 1999"
1301FOR0441,1301FOR0441_C,183,Forest Lake-R,Rensselaer,Grafton,19,8,209,85,10.8,15.4,4.7,7.2,2.2,no,0.41,"2003-2006, 2009-2011, 2013-2019",42.73198,-73.46103,A,A,yes,Camp Barker,"potable water, recreation, and public bathing",none reported,none reported,none reported,4,Long Pond,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,Forest Lake Park Club,yes,David Bruso,Central,Lower Hudson River,east central,mid Hudson,CSLAP,yes,,0,0,0,CSLAP,no,0.5,,,,,,,,,,
1104FOR0340,1104FOR0340_C,177,Forest Lake-W,Warren,Lake Luzerne,45,18,761,308,17,10.8,3.3,5.1,1.6,no,0.18,"2001-2010, 2012-2013, 2015, 2019",43.36722,-73.79068,B,B,no,Forest Lake Camp,recreation and public bathing,none reported,none reported,none reported,3.7,Lake Luzerne,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,drawdown,Northwoods Association ,yes,Rose O'Boyle,Adirondack,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,yes,,0,0,0,CSLAP,no,0.5,,,,,,,,,,
1701FRE0458,1701FRE0458_C,258,Fresh Pond,Suffolk,Shelter Island,14,6,,,,45.9,14,,,no,1,2018-2019,41.05711,-72.33633,C,,no,,recreation,,none reported,,,,2019,no,,,,,,,,6/16/2019,9/22/2019,,5,3,,,,,,,,Fresh Pond Neighbors Association,yes,"Peter Grand, James Eklund",,Long Island Sound,,,CSLAP,yes,,,,,CSLAP,no,0.5,,,,,,,,,,
1104FRI0365,1104FRI0365_C,82,Friends Lake,Warren,Chester,454,184,3558,1440,7.8,30,8.9,13.8,4.2,no,0.69,"1991-1995, 2001-2010, 2012-2014, 2016-2019",43.6259,-73.84461,AAspec,B,yes,Lone Rock Cottages,"potable water, recreation, and public bathing",none reported,none reported,banded mystery snail,0,,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,1,0,0,0,,Friends Lake Property Owners Association,yes,"Larry Estill, Louis Fortin, John Daly, and Frank Cappiabanaca",Adirondack,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,yes,,1,1,0,CSLAP,no,0.776473414,,,,,,,,,,
0801SEC0782B,0801SEC0782B_C,13,Fulton Second Lake,Herkimer,Old Forge,262,106,27849,11270,106.1,85,25.9,51.2,15.6,no,0.37,"1986-1990, 1995-2012, 2018-2019",43.72121,-74.91151,A,,yes,,potable water and recreation,none reported,variable leaf watermilfoil,none reported,0,,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Impaired,NA,NA,,0,0,0,0,0,0,0,0,,Fulton Chain of Lakes Association,yes,Tom Vawter and John Jeffrey,,Black River,western Adk,western Adk,CSLAP,no,,0,0,0,CSLAP,no,0.4,,,,,,,,,,
1201GAL0563,1201GAL0563_C,68,Galway Lake,Saratoga,Galway,518,210,5911,2392,11.4,20.7,6.3,8.5,2.6,no,0.45,"1990-1997, 2000-2010, 2012-2019",43.03063,-74.0754,B,B,no,,recreation,none reported,Eurasian watermilfoil; water chestnut; brittle naiad,none reported,0,,,,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,deep drawdown 2014,Galway Lake Campers Association,yes,"Edward Piotrowski, Tim Forbes, Jeremy Douglas",Central,Mohawk/Hudson River,east central,Mohawk,CSLAP,yes,,0,0,0,CSLAP,no,0.508130081,,,,,,,deep drawdown 2014,,,
1104GAR0520,1104GAR0520_C,56,Garnet Lake,Warren,Johnsburg,314,127,2293,928,7.3,,,12.8,3.9,no,1.05,"1989-1993, 2000-2001, 2014",43.52535,-74.02261,A,C,yes,Garnet Lake Lodge & Cottages,"potable water, recreation, and public bathing",none reported,none reported,none reported,11.3,Friends Lake,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,Garnet Lake Civic Association,,,,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,0.508130081,,,,,,,,"pickerelweed, watershield, needle spike rush, white water lily, slender naiad, and slender pondweed",,
0602GEN0088,0602GEN0088_C,69,Geneganslet Lake,Chenango,McDonough,102,41,3225,1305,31.5,60,18.3,27.9,8.5,no,0.67,"1990-2010, 2012-2016, 2018-2019",42.51645,-75.77491,B,,no,,recreation,none reported,none reported,none reported,2.4,Balsam Pond,,,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,Geneganslet Lake Association,yes,"Linda Best, Deborah Waziak, Elliott LaRose, Ann Scorza, Virginia Potter, Peter Kirkaldy",Central,Susquehanna River,west central,Central NY,CSLAP,yes,,0,0,0,CSLAP,no,0.4,,,,,,,,,,
1301GLA0394,1301GLA0394_C,247,Glass Lake,Rensselaer,Sand Lake,125,51,2778,1124,22.3,69.9,21.3,29.5,9,no,0.89,2017-2019,42.62202691,-73.53023295,B(T),B,no,,recreation,,Eurasian Watermilfoil,Cirile Crayfish,0,,,,NA,Unassessed,Stressed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,,0,0,0,0,0,0,0,0,,Glass Lake Preservation Corporation,yes,"Alfred Aita, Barth Neitzel, Linda and David Cairns, Peter Burkart",,Lower Hudson River,,,CSLAP,yes,,,,,CSLAP,no,0.452120904,,,,,,,,,,
1005GLE0441,1005GLE0441_C,8,Glen Lake,Warren,Glens Falls,320,130,7339,2970,22.9,50,15,18.4,5.6,no,0.49,"1986-1990, 1993-1995, 1997-2019",43.36445,-73.67313,B(T),A,no,Glenmoore Lodge,recreation and public bathing,none reported,"Eurasian watermilfoil, Curly leafed pondweed, brittle naiad",zebra mussels,0,,,,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,1,0,0,0,0,0,"Aquathol K, fluridone; benthic mats",Glen Lake Protective Association,yes,"Paul Derby, Lorraine Stein,  Stuart Alan",Adirondack,Lake Champlain,eastern Adk,eastern Adk,CSLAP,yes,,0,0,0,CSLAP,yes,0.5,,,,,,,"Aquathol K 2016, 2015; benthic mats 2017",,,fluridone 2008
1104GOO0672A,1104GOO0672A_C,9,Goodnow Flow,Essex,Newcomb,339,137,16267,6583,47.9,15.4,4.7,6.2,1.9,no,0.06,"1986-1990, 1993, 1997-2000, 2007-2012, 2014-2015,2017-2019",43.91707,-74.21611,C(T),A,no,,recreation,none reported,brittle naiad,none reported,0,,,,NA,NA,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,Goodnow Flow Association ,yes,Bill and Andrea James,Adirondack,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,yes,,0,0,0,CSLAP,no,0.711382114,,,,,,,,,,
0602GOR0136,0602GOR0136_C,35,Gorton Lake,Madison,North Brookfield,19,8,340,138,17.6,,,9.2,2.8,no,0.32,1988-2006,42.85953,-75.35202,B,A,no,,recreation,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Fully supported,Stressed,Fully supported,Fair,Fair,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,,,,,Susquehanna River,,Central NY,CSLAP,no,,0,0,0,CSLAP,no,0.49,,,,,,,,,,Weed eater 1996
1302UWB0089F,1302UWB0089F_C,185,Gossamans Pond,Dutchess,Pawling,5,2,321,130,65,,,3,0.9,no,0.02,2003-2005,41.52389,-73.64492,B,,no,,recreation,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,mid Hudson,CSLAP,no,,0,0,0,CSLAP,no,0.58,,,,,,,,,,weed harvester 2004
0906GRA0051,0906GRA0051_C,196,Grass Lake,St. Lawrence,Rossie,320,130,2361,955,7.4,50.5,15.4,23.7,7.2,no,2.15,"2004-2011, 2013-2019",44.33443,-75.71494,C,,no,,recreation,none reported,none reported,none reported,1.4,Lake of the Woods,2013,no,NA,NA,Stressed,Stressed,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,1,4,0,,Grass Lake Association ,yes,Jim Ninos,Adirondack,St. Lawrence River,western Adk,western Adk,CSLAP,yes,,1,1,0,CSLAP,no,0.457,,,,,,,,,,
0601GUI0188,0601GUI0188_C,194,Guilford Lake,Chenango,Guilford,70,29,526,213,7.5,62.3,19,29.3,8.9,no,2.44,"2004-2008, 2012-2019",42.41305,-75.4994,AA,C,yes,Guilford Lake,"potable water, recreation, and public bathing",none reported,Eurasian watermilfoil,none reported,0,,,,Threatened,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,1,0,0,0,0,,Guilford Lake Association,yes,Tommy and Donna Shedd,Central,Susquehanna River,west central,Central NY,CSLAP,yes,,1,1,0,CSLAP,no,0.49,,,,,,,,,,weed pulling 2005; dredging 2005
0903GUL0087,0903GUL0087_C,111,Gull Pond,Franklin,Altamont,282,114,1735,702,6.2,,,33.5,10.2,no,2.59,1994-1998,44.21015,-74.52793,C,,no,,recreation,none reported,none reported,none reported,10.4,Upper Saranac Lake-South,,,NA,NA,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,,,,,St. Lawrence River,western Adk,western Adk,CSLAP,no,,0,0,0,CSLAP,no,0.64,,,,,,,,,,
1005HAD0432,1005HAD0432_C,126,Hadlock Pond,Washington,Fort Ann,275,111,5606,2269,20.4,38.4,11.7,16.4,5,no,0.48,"1997-2001, 2011-2015, 2017-2019",43.4237,-73.57257,AA(T),C,yes,Bruce's Campground,"potable water, recreation, and public bathing",none reported,Eurasian watermilfoil; water chestnut; Curly leafed pondweed; brittle naiad,none reported,0,,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Poor,Fully supported,NA,NA,,0,0,1,0,0,0,0,0,"mechanical harvester 2018, 2017 (hand harvesting 2017), 2015","Lake Hadlock Association, Inc.",yes,Sal Ricciardone,Adirondacks,Lake Champlain,eastern Adk,eastern Adk,CSLAP,yes,,0,0,0,CSLAP,no,0.515627066,,,,,,,"mechanical harvester 2018, 2017 (hand harvesting 2017), 2015",,,
0602HAT0155,0602HAT0155_C,36,Hatch Lake,Madison,West Eaton,134,54,875,354,6.5,61.3,18.7,21.7,6.6,no,2.53,"1988-1996, 1998-2001, 2004, 2011-2015, 2019",42.83468,-75.67787,B,A,no,Shiloh Christian Family Campground,recreation and public bathing,none reported,Eurasian watermilfoil; Curly leafed pondweed,zebra mussels,0,,"2012, 2019",yes,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,10/8/2019,10/28/2019,,4,1,0,0,0,1,0,3,physical,Hatch-Bradley Brook Lakes Association ,yes,Kenneth and Jan Walterick,Central,Susquehanna River,west central,Central NY,CSLAP,yes,,2,2,1,CSLAP,yes,0.4,,,,,,,,,,
1103HED0089,1103HED0089_C,70,Hedges Lake,Washington,Jackson,115,47,642,260,5.6,,,27.9,8.5,no,0.69,1990-1995,43.10695,-73.38279,B,A,no,,recreation,none reported,Eurasian watermilfoil; Curly leafed pondweed,zebra mussels,0,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,,0,0,0,0,0,0,0,0,,,,,,Upper Hudson River,eastern Adk,Mohawk,CSLAP,no,,0,0,0,CSLAP,yes,2.205411105,,,,,,,,,,
0402HEM0044,0402HEM0044_CSL1,254,Hemlock Lake - S1,"Livingston, Ontario","Conesus, Springwater, Canadice, Livonia",1623,657,27456,11111,16.9,90.2,27.5,44.6,13.6,no,2.85,2017-2019,42.772989,-77.61471,AA(T),C,yes,,potable water and recreation,,"Eurasian Watermilfoil, Brittle Naiad, Curly Leafed Pondweed",Zebra Mussel,0,,2019,no,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,7/19/2019,8/21/2019,,0,0,0,0,0,0,0,0,,City of Rochester DES Water Bureau,yes,"John Maier, David Rowley, Brittany Vanno, Robert Holland",,Genesee River,,,CSLAP,yes,,,,,CSLAP,yes,0.281940564,,,,,,,,,,
0402HEM0044,0402HEM0044_CSL2,254,Hemlock Lake - S2,"Livingston, Ontario","Conesus, Springwater, Canadice, Livonia",1623,657,27456,11111,16.9,90.2,27.5,44.6,13.6,no,2.85,2017-2019,42.719932,-77.610553,AA(T),C,yes,,potable water and recreation,,"Eurasian Watermilfoil, Brittle Naiad, Curly Leafed Pondweed",Zebra Mussel,0,,2019,no,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,7/19/2019,8/21/2019,,0,0,0,0,0,0,0,0,,City of Rochester DES Water Bureau,yes,"John Maier, David Rowley, Brittany Vanno, Robert Holland",,Genesee River,,,CSLAP,yes,,,,,CSLAP,yes,0.281940564,,,,,,,,,,
0402HEM0044,0402HEM0044_CSL3,254,Hemlock Lake - S3,"Livingston, Ontario","Conesus, Springwater, Canadice, Livonia",1623,657,27456,11111,16.9,90.2,27.5,44.6,13.6,no,2.85,2017-2019,42.682239,-77.600174,AA(T),C,yes,,potable water and recreation,,"Eurasian Watermilfoil, Brittle Naiad, Curly Leafed Pondweed",Zebra Mussel,0,,2019,no,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,7/19/2019,8/21/2019,,0,0,0,0,0,0,0,0,,City of Rochester DES Water Bureau,yes,"John Maier, David Rowley, Brittany Vanno, Robert Holland",,Genesee River,,,CSLAP,yes,,,,,CSLAP,yes,0.281940564,,,,,,,,,,
1306HIG0492,1306HIG0492_C,189,Highland Lake,Orange,Wallkill,96,39,481,195,5,19,5.8,15.4,4.7,no,1.54,"2003-2005, 2008-2010",41.52987,-74.84934,AA,B,yes,,potable water,none reported,none reported,none reported,6.7,Swinging Bridge Reservoir,,,Threatened,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,Village of Middletown,yes,,,Delaware River,Mid Atlantic,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,0.61,,,,,,,,,,"copper sulfate 2004, 2003"
1304HIL0345G,1304HIL0345G_C,112,Hillside Lake,Dutchess,East Fishkill,26,10,138,56,5.4,,,1.6,0.5,no,0.18,1994-1996,41.61764,-73.79738,B,B,no,,recreation,none reported,none reported,none reported,6.2,Wappinger Lake,,,NA,Stressed,Impaired,Stressed,Poor,Poor,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,Mid Hudson,CSLAP,no,,0,0,0,CSLAP,no,0.508130081,,,,,,,,,,
0402HON0057,0402HON0057_CSL2,115.2,Honeoye Lake - S2,Ontario,"Richmond, Canadice",1734,702,26688,10800,15.4,32.1,9.8,17.4,5.3,no,0.69,"1996-2000, 2017-2019",42.7513,-77.5087,AA,A,yes,Sandy Bottom Beach,"potable water, recreation, and public bathing",none reported,Eurasian watermilfoil; Curly leafed pondweed,zebra mussels,0,,"2012, 2013, 2014, 2015, 2016, 2017, 2019",yes,Impaired,Impaired,Impaired,Fully supported,Poor,Poor,Unassessed,7/1/2019,10/8/2018,,16,13,13,9,7,8,13,7,mechanical harvester,Honeoeye Valley Association,yes,Terry and Dorothy Gronwall,,Genesee River,Finger Lakes,Finger Lakes,CSLAP,yes,,7,2,3,CSLAP,yes,0.498638054,,,,26,,,mechanical harvester,,,
0402HON0057,0402HON0057_CSL1,115.1,Honeoye Lake - S1,Ontario,"Richmond, Canadice",1734,702,26688,10800,15.4,32.1,9.8,17.4,5.3,no,0.69,2017-2019,42.7513,-77.5087,AA,A,yes,Sandy Bottom Beach,"potable water, recreation, and public bathing",none reported,Eurasian watermilfoil; Curly leafed pondweed,zebra mussels,0,,"2012, 2013, 2014, 2015, 2016, 2017, 2019",yes,Impaired,Impaired,Impaired,Fully supported,Poor,Poor,Unassessed,7/1/2019,10/8/2018,,16,13,13,9,7,8,13,7,mechanical harvester,Honeoeye Valley Association,yes,Terry and Dorothy Gronwall,,Genesee River,Finger Lakes,Finger Lakes,CSLAP,yes,,7,2,3,CSLAP,yes,0.498638054,,,,26,,,mechanical harvester,,,
0902HOR0078,0902HOR0078_C,170,Horseshoe Pond,Franklin,Duane,51,21,1454,588,28.4,9.2,2.8,4.3,1.3,no,0.08,"2004-2005,2007-2010, 2013-2014, 2016-2017",44.6702,-74.29027,C,,no,Deer River Campsite Beach,recreation and public bathing,none reported,Eurasian watermilfoil,none reported,0,,,,NA,NA,Stressed,Fully supported,Unknown,Unknown,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,Horseshoe Pond-Deer River Flow Association,yes,Rich Grayson and James Harwood,Adirondack,St. Lawrence River,western Adk,eastern Adk,CSLAP,yes,,0,0,0,CSLAP,no,0.61,,,,,,,,,,
1104HUN0131,1104HUN0131_C,107,Hunt Lake,Saratoga,Corinth,134,54,1384,560,10.3,26.2,8,12.3,3.8,no,0.91,"1994-1998, 2002-2013, 2015-2019",43.25996,-73.90574,B,,no,,recreation,none reported,fanwort,none reported,0,,,,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,Hunt Lake Association,yes,Bob Cady,Adirondack,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,0.4,,,,,,,,,,
0303HYD0391,0303HYD0391_C,156,Hyde Lake,Jefferson,Theresa,186,75,1211,490,6.5,18,5.5,11.5,3.5,no,1.17,"1999-2001, 2003-2004, 2008-2012, 2014",44.2432,-75.83299,B,A,no,Wilson's Hyde Lake Campground; Gibbs' Hyde Lake North Beach,recreation and public bathing,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Stressed,Stressed,Stressed,Fair,Good,Fully supported,NA,NA,,4,2,1,0,0,0,0,0,,Save Hyde Lake Association,,,Adirondacks,Lake Ontario,Ontario,western Adk,CSLAP,yes,,0,0,0,CSLAP,no,0.457,,,,9.666666667,,,,,,
1301IND0167,1301IND0167_C,113,Indian Lake,Putnam,Putnam Valley,51,21,219,89,4.3,62.3,19,30.2,9.2,no,5.36,"1994-1996, 1998-2001, 2003-2011, 2013-2019",41.3731,-73.8877,A,A,yes,Stapf's Farm Beach,"potable water, recreation, and public bathing",none reported,none reported,none reported,0.9,Lake Celeste,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,3,1,0,0,0,0,0,0,,Indian Lake Association (Putnam County),yes,"Laurie Levy, Steve Altaresco",Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,yes,,0,0,0,CSLAP,no,0.4,,,,,,,,,,
0902IND0051,0902IND0051_C,11,Indian Lake,Franklin,Mountain View,307,124,18155,7347,59.1,74.1,22.6,11.2,3.4,no,0.09,"1986-1990, 1995-1997",44.71659,-74.13439,B(T),,no,4-H Camp Overlook,recreation and public bathing,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Fully supported,Stressed,Stressed,Good,Fair,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,physical,"Mountain View Assn, Inc.",,,,St. Lawrence River,western Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,0.64,,,,,,,,,,
0703JAM0144,0703JAM0144_C,245,Jamesville Reservoir,Onondaga,Lafayette,198,80,27904,11292,140.6,28.9,8.8,,,no,0,2016-2019,42.973999,-76.0690994,AA,C,yes,Jamesville Beach,"potable water, recreation, and public bathing",,"Eurasian watermilfoil, Curly leafed pondweed; variable watermilfoil; brittle naiad",common carp,0,,2019,no,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,7/8/2019,7/8/2019,,9,3,1,0,0,0,0,0,,Jamesville Reservoir Preservation Association ,yes,Mark Teece,Central,Oswego River,west central,Central NY,CSLAP,,,0,0,0,CSLAP,no,0.528321057,,,,7,,,,,,
0104JAV0152,0104JAV0152_C,147,Java Lake,Wyoming,Java,51,21,667,270,13,18,5.5,8.5,2.6,no,0.44,"1998-1999, 2007-2019",42.63185,-78.34372,B,,no,lake association beach,recreation and public bathing,none reported,Curly leafed pondweed,none reported,0,,"2012, 2014, 2015, 2016, 2017, 2019",yes,NA,Stressed,Impaired,Stressed,Poor,Fair,Fully supported,7/14/2019,9/15/2019,,10,6,11,3,4,3,0,7,,Java Lake Colony,yes,Keith Davis,Western,Erie/Niagara River,western NY,western NY,CSLAP,yes,,6,2,3,CSLAP,no,0.4459,,,,,,,,,,
1104JEN0130,1104JEN0130_C,108,Jenny Lake,Saratoga,Corinth,83,34,1927,780,23.1,27.9,8.5,18,5.5,no,0.69,"1994-1998, 2001-2007, 2011-2014, 2016-2019",43.2662,-73.91267,B,A,no,,recreation,none reported,fanwort,none reported,0,,,,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,"Camp Gahada, Inc.",yes,"Charles Moore, Frederic Pierce Schmidt, Robin Stocks",Adirondack,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,yes,,0,0,0,CSLAP,no,0.343998105,,,,,,,,,,
0903JOE0031,0903JOE0031_C,14,Joe Indian Lake,St. Lawrence,Parishville,320,130,12331,4990,38.5,,,5.6,1.7,no,0.07,1986-1990,44.48495,-74.72535,C(T),A,no,,recreation,none reported,none reported,none reported,24.4,Upper Saranac Lake-South,,,NA,NA,Fully supported,Impaired,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,,,,,St. Lawrence River,western Adk,western Adk,CSLAP,no,,0,0,0,CSLAP,no,0.66,,,,,,,,,,
0703KAS0109,0703KAS0109_C,83,Kasoag Lake,Oswego,Williamstown,58,23,5607,2269,97.4,14.8,4.5,6.9,2.1,no,0.02,"1991-1995, 2001-2010, 2012-2015,2017-2019",43.4728,-75.92304,B,B,no,,recreation,none reported,Eurasian watermilfoil; fanwort,none reported,0,,,,NA,Fully supported,Stressed,Fully supported,Fair,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,Clipper herbicide 2017,Kasoag Lake Conservation Association ,yes,"Robert Thompson, Mary Augustus",Central,Oswego River,west central,Central NY,CSLAP,yes,,0,0,0,CSLAP,no,0.889227642,,,,,,,Clipper herbicide 2017,,,"weed harvester 2009, 2008"
1302KAT0107A,1302KAT0107A_C,207,Katonah Lake,Westchester,Lewisboro,19,8,133,54,6.9,5.6,1.7,2.6,0.8,no,0.17,"2006-2011, 2013-2017, 2019",41.28615,-73.65488,B,B,no,,recreation,none reported,Curly leafed pondweed,none reported,0,,"2013, 2014",yes,NA,Fully supported,Stressed,Stressed,Fair,Good,Fully supported,NA,NA,,0,0,0,0,1,2,4,0,herbicides,Lake Katonah Club ,yes,Nelson Dorta,Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,yes,,2,2,1,CSLAP,no,0.660569106,,,,,,,,,,"copper sulfate 2008, 2006; Avast 2006"
0801KAY0984A,0801KAY0984A_C,127,Kayuta Lake,Oneida,Forestport,474,192,92172,37300,194.6,22,6.7,9.5,2.9,no,0.02,1997-2001,43.40823,-75.1868,C(T),B,no,,recreation,none reported,none reported,none reported,14.6,Delta Reservoir,,,NA,NA,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,mechanical harvester 2015,,,,,Black River,western Adk,Central NY,CSLAP,no,,0,0,0,CSLAP,no,0.922575523,,,,,,,mechanical harvester 2015,,,
1104KELXXX1,1104KELXXX1_C,128,Kellum Lake,Warren,Warrensburg,26,10,1440,583,56,36.1,11,17,5.2,no,0.18,1997-2001,43.55667,-73.77888,C,,no,,recreation,none reported,none reported,none reported,5.8,Friends Lake,,,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,,0,0,0,0,0,0,0,0,mechanical harvester 2015,,,,,Black River,western Adk,Central NY,CSLAP,no,,0,0,0,CSLAP,no,0.508130081,,,,,,,mechanical harvester 2015,,,
